ConflictId,Location,CumulativeIntensity,StartDate2,EpEndDate,lat,lon
1-30,"Egypt, Iraq, Israel, Jordan, Lebanon, Syria",1,4/15/1948,1/7/1949,26.756104,29.86229706
1-31,Malaysia,0,6/19/1948,NULL,2.5490005,102.962616
1-31,Malaysia,1,6/19/1948,8/31/1957,2.5490005,102.962616
1-33,Yemen (North Yemen),1,3/15/1948,3/15/1948,15.888388,47.48988724
1-33,Yemen (North Yemen),1,10/31/1962,5/23/1970,15.888388,47.48988724
1-33,Yemen (North Yemen),1,3/31/1979,5/31/1982,15.888388,47.48988724
1-33,Yemen (North Yemen),1,12/17/2009,NULL,15.888388,47.48988724
1-34,Myanmar (Burma),0,12/31/1949,NULL,20.330143,96.52182007
1-34,Myanmar (Burma),1,12/31/1949,5/5/1950,20.330143,96.52182007
1-34,Myanmar (Burma),1,2/28/1961,12/31/1992,20.330143,96.52182007
1-34,Myanmar (Burma),1,6/27/2011,NULL,20.330143,96.52182007
1-35,"China, Taiwan",1,10/31/1949,12/31/1950,36.553085,103.9754333
1-35,"China, Taiwan",1,12/31/1954,12/31/1954,36.553085,103.9754333
1-35,"China, Taiwan",1,12/31/1958,12/31/1958,36.553085,103.9754333
1-36,Guatemala,0,7/18/1949,7/19/1949,15.670566,-90.3486557
1-36,Guatemala,0,6/18/1954,6/27/1954,15.670566,-90.3486557
1-36,Guatemala,0,7/31/1963,12/31/1963,15.670566,-90.3486557
1-36,Guatemala,0,12/31/1965,NULL,15.670566,-90.3486557
1-36,Guatemala,1,12/31/1965,12/31/1995,15.670566,-90.3486557
1-37,Israel,0,12/31/1949,NULL,31.814194,34.75337219
1-37,Israel,1,12/31/1949,12/31/1996,31.814194,34.75337219
1-37,Israel,1,11/1/2000,12/31/2012,31.814194,34.75337219
1-38,"North Korea, South Korea",0,5/31/1949,NULL,40.077641,127.1338501
1-38,"North Korea, South Korea",1,5/31/1949,7/27/1953,40.077641,127.1338501
1-39,China,0,10/7/1950,10/9/1950,36.553085,103.9754333
1-39,China,1,5/31/1956,12/31/1956,36.553085,103.9754333
1-39,China,1,3/10/1959,4/23/1959,36.553085,103.9754333
1-4,Greece,1,3/31/1946,10/16/1949,39.684372,21.89740944
1-40,Indonesia,1,8/5/1950,11/15/1950,-1.2480891,115.4189987
1-41,United States of America,0,10/30/1950,11/1/1950,39.443256,-98.9573364
1-42,"Egypt, United Kingdom",0,10/18/1951,12/31/1952,26.756104,29.86229706
1-43,Thailand,0,6/30/1951,7/1/1951,14.484582,100.8519135
1-43,Thailand,1,10/31/1974,12/31/1982,14.484582,100.8519135
1-44,Kenya,0,10/22/1952,NULL,0.5765032,37.83988953
1-44,Kenya,1,10/22/1952,12/31/1956,0.5765032,37.83988953
1-45,Cuba,0,7/26/1953,7/27/1953,22.066336,-79.4531479
1-45,Cuba,0,12/5/1956,NULL,22.066336,-79.4531479
1-45,Cuba,1,12/5/1956,12/31/1958,22.066336,-79.4531479
1-45,Cuba,1,4/17/1961,4/20/1961,22.066336,-79.4531479
1-46,Indonesia,1,12/31/1953,12/31/1953,-1.2480891,115.4189987
1-46,Indonesia,1,4/17/1958,12/31/1961,-1.2480891,115.4189987
1-47,Morocco,0,11/7/1953,3/2/1956,29.140591,-8.95338821
1-48,Tunisia,0,4/30/1953,3/20/1956,34.335285,9.245259285
1-49,Algeria,0,11/29/1954,NULL,28.213646,2.654728174
1-49,Algeria,1,11/29/1954,3/19/1962,28.213646,2.654728174
1-5,Indonesia,0,12/31/1946,8/15/1949,-1.2480891,115.4189987
1-50,Argentina,0,6/16/1955,9/19/1955,-37.071964,-64.8545074
1-50,Argentina,0,4/2/1963,9/22/1963,-37.071964,-64.8545074
1-50,Argentina,0,8/11/1974,NULL,-37.071964,-64.8545074
1-50,Argentina,1,8/11/1974,12/31/1977,-37.071964,-64.8545074
1-51,Cyprus,0,6/2/1955,2/19/1959,35.114738,33.48671722
1-52,South Vietnam,1,4/30/1955,12/31/1964,14.058324,108.277199
1-53,"Hungary, Russia (Soviet Union)",1,10/23/1956,11/14/1956,47.165733,19.41657448
1-54,India,0,12/31/1956,NULL,23.406012,79.45809174
1-54,India,1,12/31/1956,12/31/1959,23.406012,79.45809174
1-54,India,1,12/31/1961,6/15/1968,23.406012,79.45809174
1-54,India,1,8/5/1992,8/1/1997,23.406012,79.45809174
1-54,India,1,8/2/2000,12/31/2000,23.406012,79.45809174
1-55,"Egypt, France, Israel, United Kingdom",1,11/30/1956,11/6/1956,26.756104,29.86229706
1-56,Myanmar (Burma),0,12/31/1957,12/31/1957,20.330143,96.52182007
1-56,Myanmar (Burma),0,12/31/1987,12/31/1987,20.330143,96.52182007
1-56,Myanmar (Burma),0,9/22/1992,11/6/1992,20.330143,96.52182007
1-56,Myanmar (Burma),0,3/6/1996,10/6/1996,20.330143,96.52182007
1-56,Myanmar (Burma),0,1/16/2005,1/25/2005,20.330143,96.52182007
1-57,Cameroon,0,9/30/1957,12/31/1959,5.6854768,12.7228775
1-58,"Honduras, Nicaragua",0,5/1/1957,5/7/1957,14.975033,-86.2647705
1-59,"Mauritania, Morocco",0,1/12/1957,6/30/1958,20.258995,-10.3644371
1-6,Iran,0,5/31/1946,12/16/1946,32.500778,54.2942009
1-6,Iran,1,12/31/1966,12/31/1968,32.500778,54.2942009
1-6,Iran,1,12/31/1979,12/31/1988,32.500778,54.2942009
1-6,Iran,1,7/6/1990,12/31/1990,32.500778,54.2942009
1-6,Iran,1,9/12/1993,12/31/1993,32.500778,54.2942009
1-6,Iran,1,7/28/1996,12/31/1996,32.500778,54.2942009
1-60,"Mauritania, Morocco",0,11/23/1957,6/30/1958,20.258995,-10.3644371
1-61,Oman,0,7/31/1957,8/26/1957,20.566622,56.1579628
1-62,Iraq,0,7/14/1958,3/10/1959,33.044586,43.77495575
1-62,Iraq,1,2/8/1963,11/20/1963,33.044586,43.77495575
1-62,Iraq,1,8/1/1982,12/31/1984,33.044586,43.77495575
1-62,Iraq,1,12/31/1987,12/31/1987,33.044586,43.77495575
1-62,Iraq,1,12/31/1991,12/31/1996,33.044586,43.77495575
1-62,Iraq,1,4/4/2004,NULL,33.044586,43.77495575
1-63,Lebanon,1,5/15/1958,7/31/1958,33.925411,35.89972687
1-63,Lebanon,1,9/9/1975,10/21/1976,33.925411,35.89972687
1-63,Lebanon,1,9/1/1982,12/31/1986,33.925411,35.89972687
1-63,Lebanon,1,3/14/1989,10/13/1990,33.925411,35.89972687
1-64,Malaysia,0,12/31/1958,7/31/1960,2.5490005,102.962616
1-64,Malaysia,0,1/15/1974,12/31/1975,2.5490005,102.962616
1-64,Malaysia,0,12/31/1981,12/31/1981,2.5490005,102.962616
1-65,Laos,1,11/12/1959,4/26/1961,18.650749,104.1529388
1-65,Laos,1,12/31/1963,9/14/1973,18.650749,104.1529388
1-65,Laos,1,8/25/1989,4/10/1990,18.650749,104.1529388
1-66,Angola,1,2/4/1961,10/21/1974,-12.333555,17.53946495
1-67,Myanmar (Burma),0,11/22/1959,NULL,20.330143,96.52182007
1-67,Myanmar (Burma),1,11/22/1959,12/31/1970,20.330143,96.52182007
1-67,Myanmar (Burma),1,12/31/1972,12/31/1973,20.330143,96.52182007
1-67,Myanmar (Burma),1,8/31/1976,12/31/1988,20.330143,96.52182007
1-67,Myanmar (Burma),1,7/16/1993,9/24/2002,20.330143,96.52182007
1-67,Myanmar (Burma),1,12/27/2005,9/11/2011,20.330143,96.52182007
1-67,Myanmar (Burma),1,2/22/2013,NULL,20.330143,96.52182007
1-68,DR Congo (Zaire),0,11/12/1961,12/28/1962,-2.8798661,23.65637779
1-68,DR Congo (Zaire),0,3/18/2013,NULL,-2.8798661,23.65637779
1-69,DR Congo (Zaire),0,8/31/1960,12/31/1962,-2.8798661,23.65637779
1-7,Iran,0,12/16/1946,12/16/1946,32.500778,54.2942009
1-70,Ethiopia,0,12/17/1960,12/17/1960,8.6267033,39.63755417
1-70,Ethiopia,1,6/2/1976,6/2/1991,8.6267033,39.63755417
1-71,"Ethiopia, Somalia",0,2/13/1964,3/30/1964,8.6267033,39.63755417
1-71,"Ethiopia, Somalia",1,7/13/1977,3/23/1978,8.6267033,39.63755417
1-71,"Ethiopia, Somalia",1,5/31/1980,12/3/1980,8.6267033,39.63755417
1-72,Nepal,0,2/29/1960,12/31/1962,28.259138,83.94416046
1-72,Nepal,0,8/23/1996,NULL,28.259138,83.94416046
1-72,Nepal,1,8/23/1996,9/21/2006,28.259138,83.94416046
1-73,France,1,4/22/1961,6/30/1962,46.63728,2.33826232
1-74,Iraq,1,12/31/1961,3/11/1970,33.044586,43.77495575
1-74,Iraq,1,7/31/1973,12/31/1992,33.044586,43.77495575
1-74,Iraq,1,3/14/1995,11/30/1996,33.044586,43.77495575
1-75,"France, Tunisia",1,7/20/1961,7/22/1961,46.63728,2.33826232
1-76,Brunei,0,12/8/1962,12/31/1962,4.570384,114.7481842
1-77,"China, India",1,11/21/1962,11/21/1962,36.553085,103.9754333
1-77,"China, India",1,1/31/1967,12/31/1967,36.553085,103.9754333
1-78,Ethiopia,0,3/15/1964,NULL,8.6267033,39.63755417
1-78,Ethiopia,1,3/15/1964,5/31/1991,8.6267033,39.63755417
1-79,"Indonesia, Netherlands",0,1/15/1962,9/21/1962,-1.2480891,115.4189987
1-8,Israel,0,12/31/1946,12/31/1946,31.814194,34.75337219
1-80,Venezuela,0,6/3/1962,12/31/1962,7.6653886,-66.1454163
1-80,Venezuela,0,4/30/1982,10/4/1982,7.6653886,-66.1454163
1-80,Venezuela,0,2/4/1992,11/29/1992,7.6653886,-66.1454163
1-81,"Algeria, Morocco",0,10/8/1963,11/4/1963,28.213646,2.654728174
1-82,Guinea-Bissau,0,2/28/1963,NULL,12.115863,-14.7481365
1-82,Guinea-Bissau,1,2/28/1963,12/31/1973,12.115863,-14.7481365
1-83,Malaysia,0,12/31/1963,12/31/1966,2.5490005,102.962616
1-84,"Indonesia, Malaysia",0,12/31/1963,8/11/1966,-1.2480891,115.4189987
1-85,Sudan,1,12/31/1963,1/31/1972,16.085785,30.0873909
1-86,DR Congo (Zaire),1,1/31/1964,12/31/1965,-2.8798661,23.65637779
1-86,DR Congo (Zaire),1,7/5/1967,11/5/1967,-2.8798661,23.65637779
1-86,DR Congo (Zaire),1,4/30/1977,6/15/1978,-2.8798661,23.65637779
1-86,DR Congo (Zaire),1,10/19/1996,9/29/2001,-2.8798661,23.65637779
1-86,DR Congo (Zaire),1,11/28/2006,10/29/2008,-2.8798661,23.65637779
1-86,DR Congo (Zaire),1,6/6/2012,NULL,-2.8798661,23.65637779
1-87,Gabon,0,2/18/1964,2/19/1964,-0.6345401,11.73860836
1-88,Mozambique,0,11/19/1964,NULL,-17.555864,35.95569229
1-88,Mozambique,1,11/19/1964,9/7/1974,-17.555864,35.95569229
1-89,South Yemen,0,11/25/1964,11/29/1967,12.7989,45.03310013
1-9,Laos,0,3/31/1946,NULL,18.650749,104.1529388
1-9,Laos,1,3/31/1946,12/31/1953,18.650749,104.1529388
1-90,Burundi,0,10/19/1965,10/19/1965,-3.3652081,29.88650894
1-90,Burundi,0,11/27/1991,4/14/1992,-3.3652081,29.88650894
1-90,Burundi,0,10/18/1994,NULL,-3.3652081,29.88650894
1-90,Burundi,1,10/18/1994,9/26/2006,-3.3652081,29.88650894
1-90,Burundi,1,3/1/2008,8/22/2008,-3.3652081,29.88650894
1-91,Chad,0,7/31/1966,NULL,15.367653,18.66758156
1-91,Chad,1,7/31/1966,11/24/1972,15.367653,18.66758156
1-91,Chad,1,2/18/1976,12/31/1984,15.367653,18.66758156
1-91,Chad,1,12/31/1986,11/22/1987,15.367653,18.66758156
1-91,Chad,1,3/3/1989,12/31/1994,15.367653,18.66758156
1-91,Chad,1,10/30/1997,12/14/2003,15.367653,18.66758156
1-91,Chad,1,12/18/2005,4/28/2010,15.367653,18.66758156
1-92,Colombia,0,12/31/1964,NULL,3.9976072,-73.2779694
1-92,Colombia,1,12/31/1964,NULL,3.9976072,-73.2779694
1-93,Dominican Republic,0,4/24/1965,8/31/1965,19.019825,-70.7928543
1-94,Indonesia,0,7/28/1965,12/31/1965,-1.2480891,115.4189987
1-94,Indonesia,0,12/31/1967,12/31/1969,-1.2480891,115.4189987
1-94,Indonesia,1,12/31/1976,12/31/1978,-1.2480891,115.4189987
1-94,Indonesia,1,12/31/1981,12/31/1981,-1.2480891,115.4189987
1-94,Indonesia,1,12/31/1984,12/31/1984,-1.2480891,115.4189987
1-95,Peru,0,8/3/1965,12/31/1965,-9.212533,-74.4221191
1-95,Peru,0,8/22/1982,NULL,-9.212533,-74.4221191
1-95,Peru,1,8/22/1982,12/31/1999,-9.212533,-74.4221191
1-95,Peru,1,11/14/2007,NULL,-9.212533,-74.4221191
1-96,"South Vietnam, Vietnam (North Vietnam)",1,12/31/1965,4/30/1975,14.058324,108.277199
1-97,"Cambodia (Kampuchea), Thailand",0,12/31/1977,12/31/1978,12.570423,104.8139114
1-97,"Cambodia (Kampuchea), Thailand",0,4/28/2011,5/2/2011,12.570423,104.8139114
1-98,Ghana,0,2/24/1966,2/24/1966,7.9213305,-1.20438623
1-98,Ghana,0,12/31/1981,12/31/1981,7.9213305,-1.20438623
1-98,Ghana,0,6/19/1983,6/19/1983,7.9213305,-1.20438623
1-99,India,0,9/1/1966,12/31/1968,23.406012,79.45809174
