RecordId,ConflictId,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,Year,IntensityLevel,CumulativeIntensity,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version,location_key,lat,lon
1,01-Jan,Bolivia,Government of Bolivia,NULL,Popular Revolutionary Movement,1580,NULL,2,NULL,1946,2,1,3,06/30/46,4,06/30/46,4,1,07/21/46,1,145,NULL,NULL,NULL,145,5,04/01/14,Bolivia,-16.713055,-64.6666489
2,01-Jan,Bolivia,Government of Bolivia,NULL,MNR,1581,NULL,2,NULL,1952,1,1,3,06/30/46,4,04/09/52,1,1,04/12/52,1,145,NULL,NULL,NULL,145,5,04/01/14,Bolivia,-16.713055,-64.6666489
3,01-Jan,Bolivia,Government of Bolivia,NULL,ELN,1582,NULL,2,NULL,1967,1,1,3,06/30/46,4,03/31/67,3,1,10/16/67,1,145,NULL,NULL,NULL,145,5,04/01/14,Bolivia,-16.713055,-64.6666489
4,02-Jan,Cambodia (Kampuchea),Government of France,NULL,Khmer Issarak,1001,NULL,1,Cambodia,1946,1,0,1,08/31/46,3,08/31/46,3,0,NULL,NULL,220,NULL,NULL,NULL,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
5,02-Jan,Cambodia (Kampuchea),Government of France,NULL,Khmer Issarak,1001,NULL,1,Cambodia,1947,1,0,1,08/31/46,3,08/31/46,3,0,NULL,NULL,220,NULL,NULL,NULL,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
6,02-Jan,Cambodia (Kampuchea),Government of France,NULL,Khmer Issarak,1001,NULL,1,Cambodia,1948,1,0,1,08/31/46,3,08/31/46,3,0,NULL,NULL,220,NULL,NULL,NULL,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
7,02-Jan,Cambodia (Kampuchea),Government of France,NULL,Khmer Issarak,1001,NULL,1,Cambodia,1949,1,0,1,08/31/46,3,08/31/46,3,0,NULL,NULL,220,NULL,NULL,NULL,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
8,02-Jan,Cambodia (Kampuchea),Government of France,NULL,Khmer Issarak,1001,NULL,1,Cambodia,1950,1,0,1,08/31/46,3,08/31/46,3,0,NULL,NULL,220,NULL,NULL,NULL,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
9,02-Jan,Cambodia (Kampuchea),Government of France,NULL,Khmer Issarak,1001,NULL,1,Cambodia,1951,1,0,1,08/31/46,3,08/31/46,3,0,NULL,NULL,220,NULL,NULL,NULL,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
10,02-Jan,Cambodia (Kampuchea),Government of France,NULL,Khmer Issarak,1001,NULL,1,Cambodia,1952,1,0,1,08/31/46,3,08/31/46,3,0,NULL,NULL,220,NULL,NULL,NULL,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
11,02-Jan,Cambodia (Kampuchea),Government of France,NULL,Khmer Issarak,1001,NULL,1,Cambodia,1953,1,0,1,08/31/46,3,08/31/46,3,1,11/09/53,1,220,NULL,NULL,NULL,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
12,03-Jan,China,Government of China,NULL,PLA,1002,NULL,2,NULL,1946,2,1,3,12/31/46,7,12/31/46,7,0,NULL,NULL,710,NULL,NULL,NULL,710,3,04/01/14,China,36.553085,103.9754333
13,03-Jan,China,Government of China,NULL,PLA,1002,NULL,2,NULL,1947,2,1,3,12/31/46,7,12/31/46,7,0,NULL,NULL,710,NULL,NULL,NULL,710,3,04/01/14,China,36.553085,103.9754333
14,03-Jan,China,Government of China,NULL,PLA,1002,NULL,2,NULL,1948,2,1,3,12/31/46,7,12/31/46,7,0,NULL,NULL,710,NULL,NULL,NULL,710,3,04/01/14,China,36.553085,103.9754333
15,03-Jan,China,Government of China,NULL,PLA,1002,NULL,2,NULL,1949,2,1,3,12/31/46,7,12/31/46,7,1,12/08/49,1,710,NULL,NULL,NULL,710,3,04/01/14,China,36.553085,103.9754333
16,04-Jan,Greece,Government of Greece,NULL,DSE,1003,NULL,2,NULL,1946,2,1,3,03/31/46,4,03/31/46,4,0,NULL,NULL,350,NULL,NULL,NULL,350,1,04/01/14,Greece,39.684372,21.89740944
17,04-Jan,Greece,Government of Greece,NULL,DSE,1003,NULL,2,NULL,1947,2,1,3,03/31/46,4,03/31/46,4,0,NULL,NULL,350,NULL,NULL,NULL,350,1,04/01/14,Greece,39.684372,21.89740944
18,04-Jan,Greece,Government of Greece,NULL,DSE,1003,NULL,2,NULL,1948,2,1,3,03/31/46,4,03/31/46,4,0,NULL,NULL,350,NULL,NULL,NULL,350,1,04/01/14,Greece,39.684372,21.89740944
19,04-Jan,Greece,Government of Greece,NULL,DSE,1003,NULL,2,NULL,1949,2,1,3,03/31/46,4,03/31/46,4,1,10/16/49,1,350,NULL,NULL,NULL,350,1,04/01/14,Greece,39.684372,21.89740944
20,05-Jan,Indonesia,Government of Netherlands,NULL,Indonesian People's Army,1004,NULL,1,Indonesia,1946,1,0,1,10/13/45,2,12/31/46,5,0,NULL,NULL,210,NULL,NULL,NULL,850,3,04/01/14,Indonesia,-1.2480891,115.4189987
21,05-Jan,Indonesia,Government of Netherlands,NULL,Indonesian People's Army,1004,NULL,1,Indonesia,1947,1,0,1,10/13/45,2,12/31/46,5,0,NULL,NULL,210,NULL,NULL,NULL,850,3,04/01/14,Indonesia,-1.2480891,115.4189987
22,05-Jan,Indonesia,Government of Netherlands,NULL,Indonesian People's Army,1004,NULL,1,Indonesia,1948,1,0,1,10/13/45,2,12/31/46,5,0,NULL,NULL,210,NULL,NULL,NULL,850,3,04/01/14,Indonesia,-1.2480891,115.4189987
23,05-Jan,Indonesia,Government of Netherlands,NULL,Indonesian People's Army,1004,NULL,1,Indonesia,1949,1,0,1,10/13/45,2,12/31/46,5,1,08/15/49,1,210,NULL,NULL,NULL,850,3,04/01/14,Indonesia,-1.2480891,115.4189987
24,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,Government of Russia (Soviet U,1,Kurdistan,1946,1,0,4,05/31/46,3,05/31/46,3,1,12/16/46,1,630,NULL,NULL,365,630,2,04/01/14,Iran,32.500778,54.2942009
25,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1966,1,1,3,05/31/46,3,12/31/66,5,0,NULL,NULL,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
26,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1967,1,1,3,05/31/46,3,12/31/66,5,0,NULL,NULL,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
27,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1968,1,1,3,05/31/46,3,12/31/66,5,1,12/31/68,5,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
28,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1979,2,1,3,05/31/46,3,12/31/79,5,0,NULL,NULL,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
29,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1980,2,1,3,05/31/46,3,12/31/79,5,0,NULL,NULL,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
30,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1981,1,1,3,05/31/46,3,12/31/79,5,0,NULL,NULL,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
31,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1982,2,1,3,05/31/46,3,12/31/79,5,0,NULL,NULL,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
32,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1983,1,1,3,05/31/46,3,12/31/79,5,0,NULL,NULL,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
33,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1984,1,1,3,05/31/46,3,12/31/79,5,0,NULL,NULL,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
34,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1985,1,1,3,05/31/46,3,12/31/79,5,0,NULL,NULL,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
35,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1986,1,1,3,05/31/46,3,12/31/79,5,0,NULL,NULL,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
36,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1987,1,1,3,05/31/46,3,12/31/79,5,0,NULL,NULL,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
37,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1988,1,1,3,05/31/46,3,12/31/79,5,1,12/31/88,5,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
38,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1990,1,1,3,05/31/46,3,07/06/90,1,1,12/31/90,5,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
39,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1993,1,1,3,05/31/46,3,09/12/93,2,1,12/31/93,5,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
40,06-Jan,Iran,Government of Iran,NULL,KDPI,1005,NULL,1,Kurdistan,1996,1,1,3,05/31/46,3,07/28/96,2,1,12/31/96,5,630,NULL,NULL,NULL,630,2,04/01/14,Iran,32.500778,54.2942009
41,07-Jan,Iran,Government of Iran,NULL,Republic of Azerbaijan,1006,Government of Russia (Soviet U,1,Azerbaijan,1946,1,0,4,11/19/45,1,12/16/46,5,1,12/16/46,1,630,NULL,NULL,365,630,2,04/01/14,Iran,32.500778,54.2942009
42,08-Jan,Israel,Government of United Kingdom,NULL,IZL [Etzel],1007,NULL,1,Israel,1946,1,0,1,03/31/39,4,12/31/46,5,1,12/31/46,5,200,NULL,NULL,NULL,666,2,04/01/14,Israel,31.814194,34.75337219
43,09-Jan,Laos,Government of France,NULL,Lao Issara,1008,NULL,1,Laos,1946,1,0,1,03/31/46,4,03/31/46,4,0,NULL,NULL,220,NULL,NULL,NULL,812,3,04/01/14,Laos,18.650749,104.1529388
44,09-Jan,Laos,Government of France,NULL,Lao Issara,1008,NULL,1,Laos,1947,1,0,1,03/31/46,4,03/31/46,4,0,NULL,NULL,220,NULL,NULL,NULL,812,3,04/01/14,Laos,18.650749,104.1529388
45,09-Jan,Laos,Government of France,NULL,Lao Issara,1008,NULL,1,Laos,1948,1,0,1,03/31/46,4,03/31/46,4,0,NULL,NULL,220,NULL,NULL,NULL,812,3,04/01/14,Laos,18.650749,104.1529388
46,09-Jan,Laos,Government of France,NULL,Lao Issara,1008,NULL,1,Laos,1949,1,0,1,03/31/46,4,03/31/46,4,0,NULL,NULL,220,NULL,NULL,NULL,812,3,04/01/14,Laos,18.650749,104.1529388
47,09-Jan,Laos,Government of France,NULL,Lao Issara,1008,NULL,1,Laos,1950,1,1,1,03/31/46,4,03/31/46,4,0,NULL,NULL,220,NULL,NULL,NULL,812,3,04/01/14,Laos,18.650749,104.1529388
48,09-Jan,Laos,Government of France,NULL,Lao Issara,1008,NULL,1,Laos,1951,1,1,1,03/31/46,4,03/31/46,4,0,NULL,NULL,220,NULL,NULL,NULL,812,3,04/01/14,Laos,18.650749,104.1529388
49,09-Jan,Laos,Government of France,NULL,Lao Issara,1008,NULL,1,Laos,1952,1,1,1,03/31/46,4,03/31/46,4,0,NULL,NULL,220,NULL,NULL,NULL,812,3,04/01/14,Laos,18.650749,104.1529388
50,09-Jan,Laos,Government of France,NULL,Lao Issara,1008,NULL,1,Laos,1953,1,1,1,03/31/46,4,03/31/46,4,1,12/31/53,5,220,NULL,NULL,NULL,812,3,04/01/14,Laos,18.650749,104.1529388
51,10-Jan,Philippines,Government of Philippines,NULL,Huk,1009,NULL,2,NULL,1946,2,1,3,07/31/46,4,07/31/46,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
52,10-Jan,Philippines,Government of Philippines,NULL,Huk,1009,NULL,2,NULL,1947,2,1,3,07/31/46,4,07/31/46,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
53,10-Jan,Philippines,Government of Philippines,NULL,Huk,1009,NULL,2,NULL,1948,2,1,3,07/31/46,4,07/31/46,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
54,10-Jan,Philippines,Government of Philippines,NULL,Huk,1009,NULL,2,NULL,1949,2,1,3,07/31/46,4,07/31/46,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
55,10-Jan,Philippines,Government of Philippines,NULL,Huk,1009,NULL,2,NULL,1950,2,1,3,07/31/46,4,07/31/46,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
56,10-Jan,Philippines,Government of Philippines,NULL,Huk,1009,NULL,2,NULL,1951,2,1,3,07/31/46,4,07/31/46,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
57,10-Jan,Philippines,Government of Philippines,NULL,Huk,1009,NULL,2,NULL,1952,2,1,3,07/31/46,4,07/31/46,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
58,10-Jan,Philippines,Government of Philippines,NULL,Huk,1009,NULL,2,NULL,1953,2,1,3,07/31/46,4,07/31/46,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
59,10-Jan,Philippines,Government of Philippines,NULL,Huk,1009,NULL,2,NULL,1954,2,1,3,07/31/46,4,07/31/46,4,1,12/31/54,5,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
60,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1969,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
61,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1970,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
62,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1971,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
63,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1972,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
64,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1973,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
65,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1974,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
66,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1975,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
67,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1976,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
68,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1977,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
69,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1978,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
70,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1979,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
71,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1980,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
72,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1981,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
73,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1982,2,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
74,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1983,2,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
75,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1984,2,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
76,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1985,2,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
77,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1986,2,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
78,10-Jan,Philippines,Government of Philippines,NULL,"CPP, Military faction (forces ",NULL,NULL,2,NULL,1987,2,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
79,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1988,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
80,10-Jan,Philippines,Government of Philippines,NULL,"CPP, Military faction (forces ",NULL,NULL,2,NULL,1989,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
81,10-Jan,Philippines,Government of Philippines,NULL,"CPP, Military faction (forces ",NULL,NULL,2,NULL,1990,2,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
82,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1991,2,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
83,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1992,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
84,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1993,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
85,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1994,1,1,3,07/31/46,4,09/30/69,4,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
86,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1995,1,1,3,07/31/46,4,09/30/69,4,1,12/13/95,1,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
87,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1997,1,1,3,07/31/46,4,11/23/97,1,1,12/22/97,1,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
88,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,1999,1,1,3,07/31/46,4,06/06/99,1,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
89,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,2000,1,1,3,07/31/46,4,06/06/99,1,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
90,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,2001,1,1,3,07/31/46,4,06/06/99,1,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
91,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,2002,1,1,3,07/31/46,4,06/06/99,1,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
92,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,2003,1,1,3,07/31/46,4,06/06/99,1,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
93,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,2004,1,1,3,07/31/46,4,06/06/99,1,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
94,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,2005,1,1,3,07/31/46,4,06/06/99,1,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
95,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,2006,1,1,3,07/31/46,4,06/06/99,1,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
96,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,2007,1,1,3,07/31/46,4,06/06/99,1,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
97,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,2008,1,1,3,07/31/46,4,06/06/99,1,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
98,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,2009,1,1,3,07/31/46,4,06/06/99,1,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
99,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,2010,1,1,3,07/31/46,4,06/06/99,1,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
100,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,2011,1,1,3,07/31/46,4,06/06/99,1,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
101,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,2012,1,1,3,07/31/46,4,06/06/99,1,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
102,10-Jan,Philippines,Government of Philippines,NULL,CPP,1010,NULL,2,NULL,2013,1,1,3,07/31/46,4,06/06/99,1,0,NULL,NULL,840,NULL,NULL,NULL,840,3,04/01/14,Philippines,11.112666,122.5094757
103,11-Jan,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Forest Brothers,1012,NULL,1,Estonia,1946,1,1,3,12/31/44,6,12/31/46,5,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
104,11-Jan,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Forest Brothers,1012,NULL,1,Estonia,1947,1,1,3,12/31/44,6,12/31/46,5,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
105,11-Jan,Russia (Soviet Union),Government of Russia (Soviet U,NULL,Forest Brothers,1012,NULL,1,Estonia,1948,1,1,3,12/31/44,6,12/31/46,5,1,12/31/48,5,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
106,12-Jan,Russia (Soviet Union),Government of Russia (Soviet U,NULL,"LNPA, LTS(p)A",NULL,NULL,1,Latvia,1946,1,0,3,12/31/45,6,12/31/46,5,1,12/31/46,5,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
107,13-Jan,Russia (Soviet Union),Government of Russia (Soviet U,NULL,BDPS,1015,NULL,1,Lithuania,1946,2,1,3,06/30/46,4,06/30/46,4,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
108,13-Jan,Russia (Soviet Union),Government of Russia (Soviet U,NULL,BDPS,1015,NULL,1,Lithuania,1947,2,1,3,06/30/46,4,06/30/46,4,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
109,13-Jan,Russia (Soviet Union),Government of Russia (Soviet U,NULL,BDPS,1015,NULL,1,Lithuania,1948,1,1,3,06/30/46,4,06/30/46,4,1,12/31/48,5,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
110,14-Jan,Russia (Soviet Union),Government of Russia (Soviet U,NULL,UPA,1016,NULL,1,Ukraine,1946,2,1,3,12/31/41,5,12/31/46,5,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
111,14-Jan,Russia (Soviet Union),Government of Russia (Soviet U,NULL,UPA,1016,NULL,1,Ukraine,1947,2,1,3,12/31/41,5,12/31/46,5,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
112,14-Jan,Russia (Soviet Union),Government of Russia (Soviet U,NULL,UPA,1016,NULL,1,Ukraine,1948,2,1,3,12/31/41,5,12/31/46,5,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
113,14-Jan,Russia (Soviet Union),Government of Russia (Soviet U,NULL,UPA,1016,NULL,1,Ukraine,1949,1,1,3,12/31/41,5,12/31/46,5,0,NULL,NULL,365,NULL,NULL,NULL,365,1,04/01/14,Russia (Soviet Union),63.125187,103.7539825
