RecordId,ConflictId,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,Year,IntensityLevel,CumulativeIntensity,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version,location_key,lat,lon
1013,Jan-94,Indonesia,Government of Indonesia,NULL,OPM,1108,NULL,1,West Papua,1981,2,1,3,07/28/65,1,12/31/81,5,1,12/31/81,5,850,NULL,NULL,NULL,850,3,04/01/14,Indonesia,-1.2480891,115.4189987
1014,Jan-94,Indonesia,Government of Indonesia,NULL,OPM,1108,NULL,1,West Papua,1984,1,1,3,07/28/65,1,12/31/84,5,1,12/31/84,5,850,NULL,NULL,NULL,850,3,04/01/14,Indonesia,-1.2480891,115.4189987
1015,Jan-95,Peru,Government of Peru,NULL,"ELN, MIR",NULL,NULL,2,NULL,1965,1,0,3,05/15/63,1,08/03/65,2,1,12/31/65,2,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1016,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,1982,1,0,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1017,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,1983,2,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1018,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,1984,2,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1019,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,1985,2,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1020,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,1986,1,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1021,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,1987,1,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1022,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,1988,2,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1023,Jan-95,Peru,Government of Peru,NULL,"MRTA, Sendero Luminoso",NULL,NULL,2,NULL,1989,2,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1024,Jan-95,Peru,Government of Peru,NULL,"MRTA, Sendero Luminoso",NULL,NULL,2,NULL,1990,2,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1025,Jan-95,Peru,Government of Peru,NULL,"MRTA, Sendero Luminoso",NULL,NULL,2,NULL,1991,2,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1026,Jan-95,Peru,Government of Peru,NULL,"MRTA, Sendero Luminoso",NULL,NULL,2,NULL,1992,1,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1027,Jan-95,Peru,Government of Peru,NULL,"MRTA, Sendero Luminoso",NULL,NULL,2,NULL,1993,1,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1028,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,1994,1,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1029,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,1995,1,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1030,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,1996,1,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1031,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,1997,1,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1032,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,1998,1,1,3,05/15/63,1,08/22/82,2,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1033,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,1999,1,1,3,05/15/63,1,08/22/82,2,1,12/31/99,5,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1034,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,2007,1,1,3,05/15/63,1,11/14/07,1,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1035,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,2008,1,1,3,05/15/63,1,11/14/07,1,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1036,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,2009,1,1,3,05/15/63,1,11/14/07,1,0,NULL,NULL,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1037,Jan-95,Peru,Government of Peru,NULL,Sendero Luminoso,1611,NULL,2,NULL,2010,1,1,3,05/15/63,1,11/14/07,1,1,NULL,1,135,NULL,NULL,NULL,135,5,04/01/14,Peru,-9.212533,-74.4221191
1038,Jan-96,"South Vietnam, Vietnam (North ",Government of South Vietnam,"Government of Australia, Gover",Government of Vietnam (North V,816,Government of North Korea,1,South Vietnam,1965,2,1,2,12/31/65,5,12/31/65,5,0,NULL,NULL,817,"900, 920, 732, 2",816,731,NULL,3,04/01/14,South Vietnam,14.058324,108.277199
1039,Jan-96,"South Vietnam, Vietnam (North ",Government of South Vietnam,"Government of Australia, Gover",Government of Vietnam (North V,816,Government of North Korea,1,South Vietnam,1966,2,1,2,12/31/65,5,12/31/65,5,0,NULL,NULL,817,"900, 920, 840, 732, 2",816,731,NULL,3,04/01/14,South Vietnam,14.058324,108.277199
1040,Jan-96,"South Vietnam, Vietnam (North ",Government of South Vietnam,"Government of Australia, Gover",Government of Vietnam (North V,816,Government of North Korea,1,South Vietnam,1967,2,1,2,12/31/65,5,12/31/65,5,0,NULL,NULL,817,"900, 920, 840, 732, 800, 2",816,731,NULL,3,04/01/14,South Vietnam,14.058324,108.277199
1041,Jan-96,"South Vietnam, Vietnam (North ",Government of South Vietnam,"Government of Australia, Gover",Government of Vietnam (North V,816,Government of North Korea,1,South Vietnam,1968,2,1,2,12/31/65,5,12/31/65,5,0,NULL,NULL,817,"900, 920, 840, 732, 800, 2",816,731,NULL,3,04/01/14,South Vietnam,14.058324,108.277199
1042,Jan-96,"South Vietnam, Vietnam (North ",Government of South Vietnam,"Government of Australia, Gover",Government of Vietnam (North V,816,Government of North Korea,1,South Vietnam,1969,2,1,2,12/31/65,5,12/31/65,5,0,NULL,NULL,817,"900, 920, 840, 732, 800, 2",816,731,NULL,3,04/01/14,South Vietnam,14.058324,108.277199
1043,Jan-96,"South Vietnam, Vietnam (North ",Government of South Vietnam,"Government of Australia, Gover",Government of Vietnam (North V,816,Government of North Korea,1,South Vietnam,1970,2,1,2,12/31/65,5,12/31/65,5,0,NULL,NULL,817,"900, 920, 732, 800, 2",816,731,NULL,3,04/01/14,South Vietnam,14.058324,108.277199
1044,Jan-96,"South Vietnam, Vietnam (North ",Government of South Vietnam,"Government of Australia, Gover",Government of Vietnam (North V,816,Government of North Korea,1,South Vietnam,1971,2,1,2,12/31/65,5,12/31/65,5,0,NULL,NULL,817,"900, 920, 732, 800, 2",816,731,NULL,3,04/01/14,South Vietnam,14.058324,108.277199
1045,Jan-96,"South Vietnam, Vietnam (North ",Government of South Vietnam,"Government of Australia, Gover",Government of Vietnam (North V,816,Government of North Korea,1,South Vietnam,1972,2,1,2,12/31/65,5,12/31/65,5,0,NULL,NULL,817,"900, 920, 732, 800, 2",816,731,NULL,3,04/01/14,South Vietnam,14.058324,108.277199
1046,Jan-96,"South Vietnam, Vietnam (North ",Government of South Vietnam,"Government of South Korea, Gov",Government of Vietnam (North V,816,Government of North Korea,1,South Vietnam,1973,2,1,2,12/31/65,5,12/31/65,5,0,NULL,NULL,817,"732, 2",816,731,NULL,3,04/01/14,South Vietnam,14.058324,108.277199
1047,Jan-96,"South Vietnam, Vietnam (North ",Government of South Vietnam,NULL,Government of Vietnam (North V,816,Government of North Korea,1,South Vietnam,1974,2,1,2,12/31/65,5,12/31/65,5,0,NULL,NULL,817,NULL,816,731,NULL,3,04/01/14,South Vietnam,14.058324,108.277199
1048,Jan-96,"South Vietnam, Vietnam (North ",Government of South Vietnam,NULL,Government of Vietnam (North V,816,Government of North Korea,1,South Vietnam,1975,2,1,2,12/31/65,5,12/31/65,5,1,04/30/75,1,817,NULL,816,731,NULL,3,04/01/14,South Vietnam,14.058324,108.277199
1049,Jan-97,"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuc,NULL,Government of Thailand,800,NULL,1,Common Border,1977,1,0,2,12/15/75,2,12/31/77,5,0,NULL,NULL,811,NULL,800,NULL,NULL,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1050,Jan-97,"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuc,NULL,Government of Thailand,800,NULL,1,Common Border,1978,1,0,2,12/15/75,2,12/31/77,5,1,12/31/78,5,811,NULL,800,NULL,NULL,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1051,Jan-97,"Cambodia (Kampuchea), Thailand",Government of Cambodia (Kampuc,NULL,Government of Thailand,800,NULL,1,Common Border,2011,1,0,2,12/15/75,2,04/28/11,2,1,05/02/11,1,811,NULL,800,NULL,NULL,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1052,Jan-98,Ghana,Government of Ghana,NULL,NLC,1303,NULL,2,NULL,1966,1,0,3,02/24/66,1,02/24/66,1,1,02/24/66,1,452,NULL,NULL,NULL,452,4,04/01/14,Ghana,7.9213305,-1.20438623
1053,Jan-98,Ghana,Government of Ghana,NULL,Military faction (forces of Je,1304,NULL,2,NULL,1981,1,0,3,02/24/66,1,12/31/81,1,1,12/31/81,1,452,NULL,NULL,NULL,452,4,04/01/14,Ghana,7.9213305,-1.20438623
1054,Jan-98,Ghana,Government of Ghana,NULL,Military faction (forces of Ek,1305,NULL,2,NULL,1983,1,0,3,02/24/66,1,06/19/83,1,1,06/19/83,1,452,NULL,NULL,NULL,452,4,04/01/14,Ghana,7.9213305,-1.20438623
1055,Jan-99,India,Government of India,NULL,MNF,1109,NULL,1,Mizoram,1966,1,0,3,09/01/66,2,09/01/66,2,0,NULL,NULL,750,NULL,NULL,NULL,750,3,04/01/14,India,23.406012,79.45809174
1056,Jan-99,India,Government of India,NULL,MNF,1109,NULL,1,Mizoram,1967,1,0,3,09/01/66,2,09/01/66,2,0,NULL,NULL,750,NULL,NULL,NULL,750,3,04/01/14,India,23.406012,79.45809174
1057,Jan-99,India,Government of India,NULL,MNF,1109,NULL,1,Mizoram,1968,1,0,3,09/01/66,2,09/01/66,2,1,12/31/68,5,750,NULL,NULL,NULL,750,3,04/01/14,India,23.406012,79.45809174
1058,1-100,Nigeria,Government of Nigeria,NULL,Military faction (forces of Pa,1306,NULL,2,NULL,1966,1,0,3,01/15/66,1,01/15/66,1,1,07/29/66,1,475,NULL,NULL,NULL,475,4,04/01/14,Nigeria,9.5595055,8.077880859
1059,1-100,Nigeria,Government of Nigeria,NULL,Jama'atu Ahlis Sunna Lidda'awa,1935,NULL,2,NULL,2009,1,0,3,01/15/66,1,07/26/09,1,1,07/30/09,1,475,NULL,NULL,NULL,475,4,04/01/14,Nigeria,9.5595055,8.077880859
1060,1-100,Nigeria,Government of Nigeria,NULL,Jama'atu Ahlis Sunna Lidda'awa,1935,NULL,2,NULL,2011,1,0,3,01/15/66,1,03/01/11,1,0,NULL,NULL,475,NULL,NULL,NULL,475,4,04/01/14,Nigeria,9.5595055,8.077880859
1061,1-100,Nigeria,Government of Nigeria,"Government of Chad, Government",Jama'atu Ahlis Sunna Lidda'awa,1935,NULL,2,NULL,2012,1,1,4,01/15/66,1,03/01/11,1,0,NULL,NULL,475,"483, 436",NULL,NULL,475,4,04/01/14,Nigeria,9.5595055,8.077880859
1062,1-100,Nigeria,Government of Nigeria,"Government of Chad, Government",Jama'atu Ahlis Sunna Lidda'awa,1935,NULL,2,NULL,2013,2,1,4,01/15/66,1,03/01/11,1,0,NULL,NULL,475,"483, 436",NULL,NULL,475,4,04/01/14,Nigeria,9.5595055,8.077880859
1063,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1966,1,0,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1064,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1967,1,0,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1065,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1968,1,0,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1066,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1969,1,0,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1067,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1970,1,0,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1068,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1971,1,0,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1069,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1972,1,0,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1070,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1973,1,0,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1071,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1974,1,0,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1072,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1975,1,0,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1073,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1976,1,0,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1074,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1977,1,0,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1075,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1978,2,1,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1076,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1979,1,1,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1077,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1980,2,1,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1078,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1981,2,1,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1079,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1982,2,1,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1080,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1983,2,1,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1081,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1984,1,1,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1082,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1985,1,1,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1083,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1986,2,1,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1084,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1987,2,1,3,08/26/66,1,12/31/66,5,0,NULL,NULL,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1085,1-101,South Africa,Government of South Africa,NULL,SWAPO,1307,NULL,1,Namibia,1988,2,1,3,08/26/66,1,12/31/66,5,1,08/08/88,1,560,NULL,NULL,NULL,560,4,04/01/14,South Africa,-29.046185,25.06287956
1086,1-102,Syria,Government of Syria,NULL,Military faction (forces loyal,1110,NULL,2,NULL,1966,1,0,3,02/23/66,1,02/23/66,1,1,02/23/66,1,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1087,1-102,Syria,Government of Syria,NULL,Military faction (forces loyal,1110,NULL,2,NULL,1966,1,0,3,02/23/66,1,02/23/66,1,1,02/23/66,1,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1088,1-102,Syria,Government of Syria,NULL,Muslim Brotherhood,1111,NULL,2,NULL,1979,1,0,3,02/23/66,1,06/16/79,1,0,NULL,NULL,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1089,1-102,Syria,Government of Syria,NULL,Muslim Brotherhood,1111,NULL,2,NULL,1979,1,0,3,02/23/66,1,06/16/79,1,0,NULL,NULL,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1090,1-102,Syria,Government of Syria,NULL,Muslim Brotherhood,1111,NULL,2,NULL,1980,1,0,3,02/23/66,1,06/16/79,1,0,NULL,NULL,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1091,1-102,Syria,Government of Syria,NULL,Muslim Brotherhood,1111,NULL,2,NULL,1980,1,0,3,02/23/66,1,06/16/79,1,0,NULL,NULL,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1092,1-102,Syria,Government of Syria,NULL,Muslim Brotherhood,1111,NULL,2,NULL,1981,1,0,3,02/23/66,1,06/16/79,1,0,NULL,NULL,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1093,1-102,Syria,Government of Syria,NULL,Muslim Brotherhood,1111,NULL,2,NULL,1981,1,0,3,02/23/66,1,06/16/79,1,0,NULL,NULL,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1094,1-102,Syria,Government of Syria,NULL,Muslim Brotherhood,1111,NULL,2,NULL,1982,2,1,3,02/23/66,1,06/16/79,1,1,02/02/82,1,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1095,1-102,Syria,Government of Syria,NULL,Muslim Brotherhood,1111,NULL,2,NULL,1982,2,1,3,02/23/66,1,06/16/79,1,1,02/02/82,1,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1096,1-102,Syria,Government of Syria,NULL,Syrian insurgents,4456,NULL,2,NULL,2011,1,1,3,02/23/66,1,10/01/11,1,0,NULL,NULL,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1097,1-102,Syria,Government of Syria,NULL,Syrian insurgents,4456,NULL,2,NULL,2011,1,1,3,02/23/66,1,10/01/11,1,0,NULL,NULL,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1098,1-102,Syria,Government of Syria,NULL,Syrian insurgents,4456,NULL,2,NULL,2012,2,1,3,02/23/66,1,10/01/11,1,0,NULL,NULL,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1099,1-102,Syria,Government of Syria,NULL,Syrian insurgents,4456,NULL,2,NULL,2012,2,1,3,02/23/66,1,10/01/11,1,0,NULL,NULL,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1100,1-102,Syria,Government of Syria,NULL,Syrian insurgents,4456,NULL,2,NULL,2013,2,1,3,02/23/66,1,10/01/11,1,0,NULL,NULL,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1101,1-102,Syria,Government of Syria,NULL,Syrian insurgents,4456,NULL,2,NULL,2013,2,1,3,02/23/66,1,10/01/11,1,0,NULL,NULL,652,NULL,NULL,NULL,652,2,04/01/14,Syria,35.033127,38.4734726
1102,1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuc,NULL,KR,1112,NULL,2,NULL,1967,2,1,3,04/30/67,3,05/31/67,3,0,NULL,NULL,811,NULL,NULL,NULL,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1103,1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuc,NULL,KR,1112,NULL,2,NULL,1968,1,1,3,04/30/67,3,05/31/67,3,0,NULL,NULL,811,NULL,NULL,NULL,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1104,1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuc,NULL,KR,1112,NULL,2,NULL,1969,1,1,3,04/30/67,3,05/31/67,3,0,NULL,NULL,811,NULL,NULL,NULL,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1105,1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuc,"Government of South Vietnam, G",KR,1112,Government of Vietnam (North V,2,NULL,1970,2,1,4,04/30/67,3,05/31/67,3,0,NULL,NULL,811,"817, 2",NULL,816,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1106,1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuc,"Government of South Vietnam, G",KR,1112,Government of Vietnam (North V,2,NULL,1971,2,1,4,04/30/67,3,05/31/67,3,0,NULL,NULL,811,"817, 2",NULL,816,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1107,1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuc,"Government of South Vietnam, G",KR,1112,Government of Vietnam (North V,2,NULL,1972,2,1,4,04/30/67,3,05/31/67,3,0,NULL,NULL,811,"817, 2",NULL,816,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1108,1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuc,"Government of South Vietnam, G",KR,1112,Government of Vietnam (North V,2,NULL,1973,2,1,4,04/30/67,3,05/31/67,3,0,NULL,NULL,811,"817, 2",NULL,816,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1109,1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuc,NULL,KR,1112,Government of Vietnam (North V,2,NULL,1974,2,1,4,04/30/67,3,05/31/67,3,0,NULL,NULL,811,NULL,NULL,816,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1110,1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuc,NULL,KR,1112,Government of Vietnam (North V,2,NULL,1975,2,1,4,04/30/67,3,05/31/67,3,1,04/17/75,1,811,NULL,NULL,816,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1111,1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuc,NULL,KNUFNS,1113,Government of Vietnam (North V,2,NULL,1978,2,1,4,04/30/67,3,12/30/78,2,0,NULL,NULL,811,NULL,NULL,816,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1112,1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuc,"Government of Laos, Government","KNUFNS, KPNLF, KR",NULL,Government of Vietnam (North V,2,NULL,1979,1,1,4,04/30/67,3,12/30/78,2,0,NULL,NULL,811,"816, 812",NULL,816,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1113,1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuc,Government of Vietnam (North V,"KPNLF, KR",NULL,NULL,2,NULL,1980,1,1,4,04/30/67,3,12/30/78,2,0,NULL,NULL,811,816,NULL,NULL,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1114,1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuc,Government of Vietnam (North V,"KPNLF, KR",NULL,NULL,2,NULL,1981,1,1,4,04/30/67,3,12/30/78,2,0,NULL,NULL,811,816,NULL,NULL,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1115,1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuc,Government of Vietnam (North V,"FUNCINPEC, KPNLF, KR",NULL,NULL,2,NULL,1982,1,1,4,04/30/67,3,12/30/78,2,0,NULL,NULL,811,816,NULL,NULL,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
1116,1-103,Cambodia (Kampuchea),Government of Cambodia (Kampuc,Government of Vietnam (North V,"FUNCINPEC, KPNLF, KR",NULL,NULL,2,NULL,1983,1,1,4,04/30/67,3,12/30/78,2,0,NULL,NULL,811,816,NULL,NULL,811,3,04/01/14,Cambodia (Kampuchea),12.570423,104.8139114
